top,left,date,qtr,time_remaining,result,shot_type,distance_ft,lead,lebron_team_score,opponent_team_score,opponent,team,season,color
63,240,"Oct 24, 2022",2nd Qtr,0:32,True,2,1,True,62,46,IND,PHI,2023,green
180,328,"Oct 24, 2022",3rd Qtr,7:36,False,2,16,True,73,59,IND,PHI,2023,red
295,352,"Oct 24, 2022",3rd Qtr,4:48,True,3,27,True,79,66,IND,PHI,2023,green
300,117,"Oct 24, 2022",4th Qtr,9:46,True,3,28,True,98,85,IND,PHI,2023,green
318,159,"Oct 24, 2022",4th Qtr,8:38,False,3,28,True,99,87,IND,PHI,2023,red
235,298,"Oct 24, 2022",4th Qtr,6:38,True,2,19,True,103,93,IND,PHI,2023,green
256,422,"Oct 24, 2022",4th Qtr,5:56,True,3,27,True,106,95,IND,PHI,2023,green
325,179,"Oct 24, 2022",4th Qtr,5:21,True,3,28,True,109,95,IND,PHI,2023,green
83,265,"Oct 26, 2022",1st Qtr,11:32,False,2,4,False,0,0,TOR,PHI,2023,red
149,277,"Oct 26, 2022",1st Qtr,3:42,True,2,10,False,17,19,TOR,PHI,2023,green
282,388,"Oct 26, 2022",1st Qtr,2:33,True,3,27,False,20,24,TOR,PHI,2023,green
218,241,"Oct 26, 2022",1st Qtr,1:53,False,2,17,False,21,27,TOR,PHI,2023,red
311,283,"Oct 26, 2022",2nd Qtr,5:43,False,3,26,False,40,51,TOR,PHI,2023,red
187,226,"Oct 26, 2022",2nd Qtr,5:25,False,2,13,False,40,53,TOR,PHI,2023,red
311,192,"Oct 26, 2022",2nd Qtr,2:43,True,3,26,False,47,59,TOR,PHI,2023,green
233,32,"Oct 26, 2022",4th Qtr,5:30,False,3,28,False,93,103,TOR,PHI,2023,red
80,197,"Oct 26, 2022",4th Qtr,5:08,True,2,5,False,95,106,TOR,PHI,2023,green
192,119,"Oct 26, 2022",4th Qtr,3:12,False,2,18,False,101,112,TOR,PHI,2023,red
325,117,"Oct 26, 2022",4th Qtr,0:56,True,3,30,False,109,116,TOR,PHI,2023,green
343,276,"Oct 26, 2022",4th Qtr,0:27,False,3,29,False,109,116,TOR,PHI,2023,red
95,226,"Oct 28, 2022",1st Qtr,5:55,False,2,4,True,20,12,TOR,PHI,2023,red
309,308,"Oct 28, 2022",1st Qtr,5:19,False,3,27,True,20,12,TOR,PHI,2023,red
97,259,"Oct 28, 2022",2nd Qtr,5:52,True,2,5,True,47,36,TOR,PHI,2023,green
313,205,"Oct 28, 2022",2nd Qtr,5:18,False,3,26,True,48,38,TOR,PHI,2023,red
68,220,"Oct 28, 2022",2nd Qtr,3:40,True,2,3,True,55,38,TOR,PHI,2023,green
130,244,"Oct 28, 2022",2nd Qtr,2:07,True,2,8,True,62,44,TOR,PHI,2023,green
106,230,"Oct 28, 2022",2nd Qtr,1:38,False,2,5,True,63,44,TOR,PHI,2023,red
167,216,"Oct 28, 2022",3rd Qtr,7:22,True,2,12,True,67,54,TOR,PHI,2023,green
315,286,"Oct 28, 2022",3rd Qtr,6:35,False,3,27,True,68,56,TOR,PHI,2023,red
198,195,"Oct 29, 2022",1st Qtr,9:00,True,2,15,True,9,5,CHI,PHI,2023,green
294,289,"Oct 29, 2022",1st Qtr,7:17,False,3,25,True,13,7,CHI,PHI,2023,red
174,275,"Oct 29, 2022",1st Qtr,4:35,False,2,13,True,22,9,CHI,PHI,2023,red
74,102,"Oct 29, 2022",1st Qtr,3:34,False,2,14,True,24,13,CHI,PHI,2023,red
318,226,"Oct 29, 2022",2nd Qtr,6:39,False,3,27,True,51,33,CHI,PHI,2023,red
90,278,"Oct 29, 2022",2nd Qtr,3:44,False,2,5,True,54,44,CHI,PHI,2023,red
292,96,"Oct 29, 2022",2nd Qtr,1:50,False,3,28,True,56,50,CHI,PHI,2023,red
103,240,"Oct 29, 2022",3rd Qtr,9:10,False,2,5,True,72,64,CHI,PHI,2023,red
302,220,"Oct 29, 2022",4th Qtr,11:22,False,3,25,True,92,90,CHI,PHI,2023,red
131,225,"Oct 29, 2022",4th Qtr,8:38,False,2,8,True,99,95,CHI,PHI,2023,red
106,241,"Oct 29, 2022",4th Qtr,5:03,False,2,5,False,103,103,CHI,PHI,2023,red
49,123,"Oct 29, 2022",4th Qtr,4:30,True,2,12,False,105,105,CHI,PHI,2023,green
223,418,"Oct 29, 2022",4th Qtr,1:56,False,3,25,True,109,107,CHI,PHI,2023,red
113,160,"Oct 31, 2022",1st Qtr,11:38,True,2,10,True,2,0,WAS,PHI,2023,green
78,223,"Oct 31, 2022",1st Qtr,6:50,True,2,3,False,16,16,WAS,PHI,2023,green
309,184,"Oct 31, 2022",1st Qtr,6:27,True,3,26,True,20,16,WAS,PHI,2023,green
175,165,"Oct 31, 2022",1st Qtr,4:08,False,2,14,True,24,22,WAS,PHI,2023,red
316,303,"Oct 31, 2022",1st Qtr,3:19,True,3,27,False,27,27,WAS,PHI,2023,green
331,221,"Oct 31, 2022",1st Qtr,2:50,False,3,28,False,27,28,WAS,PHI,2023,red
328,205,"Oct 31, 2022",1st Qtr,2:05,False,3,28,False,28,28,WAS,PHI,2023,red
213,182,"Oct 31, 2022",1st Qtr,1:32,True,2,17,True,30,28,WAS,PHI,2023,green
115,298,"Oct 31, 2022",2nd Qtr,2:23,False,2,8,False,47,47,WAS,PHI,2023,red
177,251,"Oct 31, 2022",2nd Qtr,2:01,False,2,12,False,47,50,WAS,PHI,2023,red
66,212,"Oct 31, 2022",2nd Qtr,1:15,False,2,3,False,50,52,WAS,PHI,2023,red
148,292,"Oct 31, 2022",3rd Qtr,9:18,True,2,11,True,61,54,WAS,PHI,2023,green
193,444,"Oct 31, 2022",3rd Qtr,5:24,False,3,25,False,68,69,WAS,PHI,2023,red
61,197,"Oct 31, 2022",3rd Qtr,4:42,True,2,4,False,70,71,WAS,PHI,2023,green
320,265,"Oct 31, 2022",3rd Qtr,3:05,False,3,27,True,73,71,WAS,PHI,2023,red
75,197,"Oct 31, 2022",3rd Qtr,0:01,True,2,5,True,86,73,WAS,PHI,2023,green
172,377,"Oct 31, 2022",4th Qtr,2:58,False,2,18,True,109,100,WAS,PHI,2023,red
157,325,"Nov 2, 2022",1st Qtr,9:26,True,2,13,True,9,8,WAS,PHI,2023,green
149,469,"Nov 2, 2022",1st Qtr,7:54,False,3,25,False,12,12,WAS,PHI,2023,red
52,217,"Nov 2, 2022",1st Qtr,6:27,False,2,2,True,13,12,WAS,PHI,2023,red
62,261,"Nov 2, 2022",1st Qtr,5:37,True,2,2,True,15,14,WAS,PHI,2023,green
156,176,"Nov 2, 2022",1st Qtr,2:15,False,2,12,False,18,22,WAS,PHI,2023,red
77,247,"Nov 2, 2022",2nd Qtr,6:16,True,2,3,False,37,47,WAS,PHI,2023,green
142,173,"Nov 2, 2022",2nd Qtr,5:39,True,2,11,False,39,47,WAS,PHI,2023,green
208,247,"Nov 2, 2022",2nd Qtr,5:07,False,2,16,False,39,47,WAS,PHI,2023,red
288,351,"Nov 2, 2022",2nd Qtr,5:04,True,3,26,False,42,47,WAS,PHI,2023,green
302,311,"Nov 2, 2022",2nd Qtr,2:08,False,3,26,False,47,52,WAS,PHI,2023,red
318,273,"Nov 2, 2022",3rd Qtr,8:26,False,3,27,False,63,65,WAS,PHI,2023,red
336,291,"Nov 2, 2022",3rd Qtr,3:45,False,3,29,False,80,83,WAS,PHI,2023,red
66,222,"Nov 2, 2022",3rd Qtr,3:24,True,2,2,False,82,84,WAS,PHI,2023,green
85,208,"Nov 2, 2022",3rd Qtr,2:50,False,2,5,False,83,84,WAS,PHI,2023,red
282,386,"Nov 2, 2022",4th Qtr,6:28,True,3,27,False,101,106,WAS,PHI,2023,green
111,476,"Nov 2, 2022",4th Qtr,3:32,True,3,24,False,109,112,WAS,PHI,2023,green
194,232,"Nov 2, 2022",4th Qtr,2:15,False,2,14,False,111,115,WAS,PHI,2023,red
269,391,"Nov 2, 2022",4th Qtr,0:47,False,3,26,False,111,121,WAS,PHI,2023,red
306,331,"Dec 5, 2022",1st Qtr,1:56,True,3,27,True,26,20,HOU,PHI,2023,green
253,398,"Dec 5, 2022",1st Qtr,1:15,False,3,26,True,26,22,HOU,PHI,2023,red
237,77,"Dec 5, 2022",2nd Qtr,8:51,False,3,25,True,37,35,HOU,PHI,2023,red
125,305,"Dec 5, 2022",2nd Qtr,1:12,False,2,10,True,55,54,HOU,PHI,2023,red
63,218,"Dec 5, 2022",2nd Qtr,0:36,False,2,2,True,55,54,HOU,PHI,2023,red
239,46,"Dec 5, 2022",2nd Qtr,0:04,False,3,27,False,55,56,HOU,PHI,2023,red
229,48,"Dec 5, 2022",4th Qtr,10:22,False,3,26,False,86,95,HOU,PHI,2023,red
65,217,"Dec 5, 2022",4th Qtr,9:04,False,2,3,False,88,95,HOU,PHI,2023,red
53,240,"Dec 5, 2022",4th Qtr,9:03,False,2,0,False,88,95,HOU,PHI,2023,red
322,217,"Dec 5, 2022",4th Qtr,8:49,True,3,27,False,91,95,HOU,PHI,2023,green
227,433,"Dec 5, 2022",4th Qtr,5:35,False,3,26,False,97,101,HOU,PHI,2023,red
63,235,"Dec 5, 2022",4th Qtr,3:58,False,2,1,False,102,104,HOU,PHI,2023,red
218,437,"Dec 5, 2022",4th Qtr,1:27,True,3,26,False,108,108,HOU,PHI,2023,green
174,183,"Dec 5, 2022",4th Qtr,0:40,False,2,13,False,108,108,HOU,PHI,2023,red
318,296,"Dec 5, 2022",4th Qtr,0:05,False,3,27,False,108,108,HOU,PHI,2023,red
74,202,"Dec 5, 2022",1st OT,3:01,False,2,4,False,110,111,HOU,PHI,2023,red
318,238,"Dec 5, 2022",1st OT,0:00,False,3,27,False,117,117,HOU,PHI,2023,red
173,227,"Dec 5, 2022",2nd OT,2:18,False,2,12,False,119,125,HOU,PHI,2023,red
306,303,"Dec 5, 2022",2nd OT,1:32,True,3,26,False,122,125,HOU,PHI,2023,green
124,258,"Dec 9, 2022",1st Qtr,9:41,False,2,7,False,4,4,LAL,PHI,2023,red
142,243,"Dec 9, 2022",1st Qtr,9:37,False,2,9,False,4,4,LAL,PHI,2023,red
55,251,"Dec 9, 2022",1st Qtr,8:08,True,2,1,True,8,6,LAL,PHI,2023,green
78,263,"Dec 9, 2022",1st Qtr,3:44,False,2,3,True,15,12,LAL,PHI,2023,red
158,22,"Dec 9, 2022",2nd Qtr,6:11,False,3,24,False,38,40,LAL,PHI,2023,red
275,63,"Dec 9, 2022",2nd Qtr,4:44,True,3,28,False,43,46,LAL,PHI,2023,green
254,68,"Dec 9, 2022",2nd Qtr,0:55,True,3,26,True,59,58,LAL,PHI,2023,green
333,207,"Dec 9, 2022",2nd Qtr,0:00,False,3,28,True,61,59,LAL,PHI,2023,red
128,238,"Dec 9, 2022",3rd Qtr,10:42,True,2,8,True,63,61,LAL,PHI,2023,green
299,167,"Dec 9, 2022",3rd Qtr,6:48,False,3,26,True,79,70,LAL,PHI,2023,red
196,325,"Dec 9, 2022",4th Qtr,11:10,True,2,17,True,97,84,LAL,PHI,2023,green
302,328,"Dec 9, 2022",4th Qtr,10:09,True,3,26,True,102,84,LAL,PHI,2023,green
138,219,"Dec 9, 2022",4th Qtr,9:45,False,2,9,True,102,86,LAL,PHI,2023,red
284,117,"Dec 9, 2022",4th Qtr,7:29,False,3,26,True,104,91,LAL,PHI,2023,red
306,331,"Dec 9, 2022",4th Qtr,6:14,False,3,27,True,106,95,LAL,PHI,2023,red
205,185,"Dec 9, 2022",4th Qtr,4:05,True,2,16,True,113,97,LAL,PHI,2023,green
68,245,"Dec 9, 2022",4th Qtr,3:36,False,2,2,True,113,99,LAL,PHI,2023,red
72,236,"Dec 9, 2022",1st OT,3:30,True,2,2,True,124,120,LAL,PHI,2023,green
199,141,"Dec 9, 2022",1st OT,1:32,True,2,18,True,129,120,LAL,PHI,2023,green
64,214,"Dec 11, 2022",1st Qtr,10:53,False,2,3,False,0,0,CHO,PHI,2023,red
297,316,"Dec 11, 2022",1st Qtr,9:02,True,3,26,True,5,2,CHO,PHI,2023,green
299,369,"Dec 11, 2022",1st Qtr,7:53,False,3,28,False,5,7,CHO,PHI,2023,red
247,64,"Dec 11, 2022",2nd Qtr,9:01,False,3,26,False,27,31,CHO,PHI,2023,red
52,238,"Dec 11, 2022",2nd Qtr,7:22,True,2,0,True,35,33,CHO,PHI,2023,green
80,237,"Dec 11, 2022",2nd Qtr,4:37,True,2,3,True,44,35,CHO,PHI,2023,green
251,74,"Dec 11, 2022",2nd Qtr,0:01,False,3,26,True,61,54,CHO,PHI,2023,red
303,345,"Dec 11, 2022",3rd Qtr,11:24,True,3,27,True,64,54,CHO,PHI,2023,green
302,333,"Dec 11, 2022",3rd Qtr,9:24,False,3,27,True,70,62,CHO,PHI,2023,red
88,248,"Dec 11, 2022",4th Qtr,11:28,True,2,4,True,98,87,CHO,PHI,2023,green
284,112,"Dec 11, 2022",4th Qtr,9:04,False,3,26,True,103,94,CHO,PHI,2023,red
248,406,"Dec 11, 2022",4th Qtr,1:00,True,3,26,True,131,111,CHO,PHI,2023,green
218,233,"Dec 13, 2022",2nd Qtr,9:23,True,2,17,True,47,35,SAC,PHI,2023,green
312,248,"Dec 13, 2022",2nd Qtr,8:48,True,3,26,True,50,35,SAC,PHI,2023,green
317,236,"Dec 13, 2022",2nd Qtr,8:23,True,3,26,True,53,35,SAC,PHI,2023,green
266,130,"Dec 13, 2022",2nd Qtr,7:59,False,3,24,True,53,35,SAC,PHI,2023,red
174,236,"Dec 13, 2022",2nd Qtr,7:32,False,2,12,True,53,37,SAC,PHI,2023,red
291,344,"Dec 13, 2022",2nd Qtr,0:41,True,3,26,True,74,50,SAC,PHI,2023,green
259,393,"Dec 13, 2022",2nd Qtr,0:00,True,3,26,True,80,55,SAC,PHI,2023,green
327,152,"Dec 13, 2022",3rd Qtr,9:01,False,3,29,True,85,57,SAC,PHI,2023,red
88,205,"Dec 13, 2022",3rd Qtr,3:02,False,2,5,True,95,73,SAC,PHI,2023,red
227,447,"Dec 13, 2022",3rd Qtr,2:32,False,3,27,True,95,76,SAC,PHI,2023,red
143,280,"Dec 13, 2022",4th Qtr,9:28,True,2,10,True,105,88,SAC,PHI,2023,green
172,291,"Dec 13, 2022",4th Qtr,7:27,True,2,13,True,112,89,SAC,PHI,2023,green
68,152,"Dec 13, 2022",4th Qtr,5:42,False,2,9,True,117,91,SAC,PHI,2023,red
88,240,"Dec 16, 2022",1st Qtr,11:45,False,2,4,False,0,0,GSW,PHI,2023,red
53,251,"Dec 16, 2022",1st Qtr,8:24,True,2,1,False,7,13,GSW,PHI,2023,green
70,237,"Dec 16, 2022",1st Qtr,7:27,False,2,2,False,9,18,GSW,PHI,2023,red
103,478,"Dec 16, 2022",1st Qtr,4:06,True,3,24,False,20,26,GSW,PHI,2023,green
39,215,"Dec 16, 2022",1st Qtr,3:33,True,2,3,False,22,26,GSW,PHI,2023,green
309,283,"Dec 16, 2022",1st Qtr,3:03,True,3,26,False,25,29,GSW,PHI,2023,green
233,74,"Dec 16, 2022",1st Qtr,2:02,False,3,24,False,27,33,GSW,PHI,2023,red
298,348,"Dec 16, 2022",1st Qtr,0:26,True,3,27,False,33,38,GSW,PHI,2023,green
288,373,"Dec 16, 2022",2nd Qtr,6:10,False,3,27,False,41,45,GSW,PHI,2023,red
67,233,"Dec 16, 2022",2nd Qtr,4:46,True,2,2,False,45,47,GSW,PHI,2023,green
328,243,"Dec 16, 2022",3rd Qtr,8:16,True,3,28,False,65,68,GSW,PHI,2023,green
248,210,"Dec 16, 2022",3rd Qtr,6:06,True,2,20,True,73,72,GSW,PHI,2023,green
304,268,"Dec 16, 2022",4th Qtr,6:57,False,3,25,True,101,90,GSW,PHI,2023,red
71,248,"Dec 16, 2022",4th Qtr,4:43,False,2,2,True,104,95,GSW,PHI,2023,red
83,-3,"Dec 16, 2022",4th Qtr,3:40,False,3,24,True,107,97,GSW,PHI,2023,red
256,397,"Dec 19, 2022",1st Qtr,11:15,False,3,26,False,0,0,TOR,PHI,2023,red
43,232,"Dec 19, 2022",1st Qtr,6:30,True,2,1,True,12,8,TOR,PHI,2023,green
48,223,"Dec 19, 2022",1st Qtr,5:24,False,2,2,True,15,8,TOR,PHI,2023,red
311,288,"Dec 19, 2022",2nd Qtr,5:46,False,3,26,True,46,34,TOR,PHI,2023,red
278,365,"Dec 19, 2022",2nd Qtr,1:40,False,3,26,True,52,43,TOR,PHI,2023,red
310,270,"Dec 19, 2022",2nd Qtr,0:51,True,3,26,True,55,46,TOR,PHI,2023,green
57,226,"Dec 19, 2022",2nd Qtr,0:20,True,2,1,True,57,46,TOR,PHI,2023,green
295,341,"Dec 19, 2022",3rd Qtr,11:01,False,3,26,True,60,46,TOR,PHI,2023,red
63,234,"Dec 19, 2022",3rd Qtr,8:18,True,2,1,True,64,56,TOR,PHI,2023,green
104,221,"Dec 19, 2022",3rd Qtr,4:26,False,2,6,True,72,65,TOR,PHI,2023,red
52,224,"Dec 19, 2022",4th Qtr,1:32,True,2,2,True,99,96,TOR,PHI,2023,green
218,141,"Dec 19, 2022",4th Qtr,0:16,False,2,19,True,99,97,TOR,PHI,2023,red
264,422,"Dec 19, 2022",1st OT,3:06,False,3,28,False,101,101,TOR,PHI,2023,red
266,222,"Dec 19, 2022",1st OT,1:33,False,2,21,True,104,101,TOR,PHI,2023,red
230,453,"Dec 21, 2022",1st Qtr,11:41,False,3,28,False,0,0,DET,PHI,2023,red
73,234,"Dec 21, 2022",1st Qtr,7:41,True,2,2,True,14,12,DET,PHI,2023,green
303,179,"Dec 21, 2022",1st Qtr,7:15,False,3,26,False,14,14,DET,PHI,2023,red
301,363,"Dec 21, 2022",1st Qtr,6:36,True,3,28,True,17,14,DET,PHI,2023,green
43,227,"Dec 21, 2022",1st Qtr,3:17,True,2,2,True,24,21,DET,PHI,2023,green
71,224,"Dec 21, 2022",1st Qtr,2:22,False,2,2,True,26,25,DET,PHI,2023,red
53,226,"Dec 21, 2022",1st Qtr,1:41,True,2,1,True,30,25,DET,PHI,2023,green
278,369,"Dec 21, 2022",1st Qtr,0:32,True,3,26,True,35,29,DET,PHI,2023,green
296,312,"Dec 21, 2022",2nd Qtr,2:46,False,3,25,True,61,47,DET,PHI,2023,red
42,219,"Dec 21, 2022",2nd Qtr,2:32,False,2,2,True,61,47,DET,PHI,2023,red
169,236,"Dec 21, 2022",2nd Qtr,0:57,False,2,12,True,61,49,DET,PHI,2023,red
63,227,"Dec 21, 2022",3rd Qtr,7:58,True,2,2,True,75,57,DET,PHI,2023,green
316,322,"Dec 21, 2022",3rd Qtr,4:10,False,3,28,True,81,70,DET,PHI,2023,red
308,328,"Dec 21, 2022",4th Qtr,6:57,False,3,27,True,101,83,DET,PHI,2023,red
190,165,"Dec 23, 2022",1st Qtr,10:31,True,2,16,False,4,5,LAC,PHI,2023,green
283,384,"Dec 23, 2022",1st Qtr,6:45,False,3,27,False,11,15,LAC,PHI,2023,red
58,278,"Dec 23, 2022",1st Qtr,5:26,False,2,4,False,15,19,LAC,PHI,2023,red
282,103,"Dec 23, 2022",1st Qtr,4:21,False,3,27,False,17,19,LAC,PHI,2023,red
103,251,"Dec 23, 2022",2nd Qtr,11:39,False,2,5,False,24,33,LAC,PHI,2023,red
311,226,"Dec 23, 2022",2nd Qtr,9:57,True,3,26,False,29,37,LAC,PHI,2023,green
150,298,"Dec 23, 2022",2nd Qtr,9:35,False,2,11,False,29,41,LAC,PHI,2023,red
100,207,"Dec 23, 2022",2nd Qtr,8:01,True,2,6,False,33,43,LAC,PHI,2023,green
75,248,"Dec 23, 2022",2nd Qtr,6:07,False,2,2,False,36,49,LAC,PHI,2023,red
282,371,"Dec 23, 2022",2nd Qtr,4:25,False,3,26,False,36,55,LAC,PHI,2023,red
55,236,"Dec 23, 2022",2nd Qtr,3:01,True,2,0,False,42,58,LAC,PHI,2023,green
63,235,"Dec 23, 2022",2nd Qtr,2:36,False,2,1,False,42,58,LAC,PHI,2023,red
217,455,"Dec 23, 2022",2nd Qtr,1:28,True,3,27,False,47,58,LAC,PHI,2023,green
109,214,"Dec 23, 2022",2nd Qtr,0:28,False,2,6,False,47,63,LAC,PHI,2023,red
314,227,"Dec 23, 2022",3rd Qtr,5:11,True,3,26,False,69,74,LAC,PHI,2023,green
158,227,"Dec 23, 2022",4th Qtr,7:07,False,2,11,True,99,94,LAC,PHI,2023,red
113,287,"Dec 23, 2022",4th Qtr,0:32,False,2,8,True,117,113,LAC,PHI,2023,red
72,265,"Dec 25, 2022",1st Qtr,11:21,True,2,3,False,2,2,NYK,PHI,2023,green
346,256,"Dec 25, 2022",2nd Qtr,10:29,True,3,29,False,30,40,NYK,PHI,2023,green
290,171,"Dec 25, 2022",2nd Qtr,10:04,False,3,25,False,30,40,NYK,PHI,2023,red
110,337,"Dec 25, 2022",2nd Qtr,9:20,False,2,11,False,30,40,NYK,PHI,2023,red
