top,left,date,qtr,time_remaining,result,shot_type,distance_ft,lead,lebron_team_score,opponent_team_score,opponent,team,season,color
53,240,"Oct 18, 2022",4th Qtr,09:04,TRUE,2,0,FALSE,77,93,GSW,LAL,2023,green
70,476,"Oct 18, 2022",4th Qtr,03:46,TRUE,3,24,FALSE,96,109,GSW,LAL,2023,green
324,183,"Oct 20, 2022",1st Qtr,10:30,TRUE,3,28,TRUE,6,3,LAC,LAL,2023,green
290,166,"Oct 20, 2022",1st Qtr,10:06,FALSE,3,25,TRUE,6,3,LAC,LAL,2023,red
228,127,"Oct 20, 2022",1st Qtr,08:52,TRUE,2,21,TRUE,8,7,LAC,LAL,2023,green
78,277,"Oct 20, 2022",1st Qtr,06:07,FALSE,2,4,FALSE,12,14,LAC,LAL,2023,red
159,197,"Oct 20, 2022",1st Qtr,00:25,FALSE,2,12,FALSE,23,32,LAC,LAL,2023,red
324,191,"Oct 20, 2022",2nd Qtr,10:58,TRUE,3,28,FALSE,28,36,LAC,LAL,2023,green
313,171,"Oct 20, 2022",2nd Qtr,09:48,FALSE,3,27,FALSE,31,38,LAC,LAL,2023,red
81,235,"Oct 20, 2022",2nd Qtr,09:27,FALSE,2,3,FALSE,31,38,LAC,LAL,2023,red
85,240,"Oct 20, 2022",2nd Qtr,02:03,TRUE,2,3,FALSE,50,54,LAC,LAL,2023,green
91,226,"Oct 20, 2022",3rd Qtr,07:52,TRUE,2,4,TRUE,65,63,LAC,LAL,2023,green
113,243,"Oct 20, 2022",3rd Qtr,07:04,FALSE,2,6,TRUE,65,63,LAC,LAL,2023,red
284,130,"Oct 20, 2022",3rd Qtr,02:07,FALSE,3,26,FALSE,69,82,LAC,LAL,2023,red
105,257,"Oct 20, 2022",3rd Qtr,00:59,TRUE,2,6,FALSE,75,83,LAC,LAL,2023,green
256,72,"Oct 20, 2022",4th Qtr,11:17,FALSE,3,26,FALSE,79,85,LAC,LAL,2023,red
74,218,"Oct 20, 2022",4th Qtr,10:53,TRUE,2,3,FALSE,81,86,LAC,LAL,2023,green
327,259,"Oct 20, 2022",4th Qtr,09:32,FALSE,3,27,FALSE,83,86,LAC,LAL,2023,red
329,418,"Oct 20, 2022",4th Qtr,00:02,FALSE,3,33,FALSE,97,101,LAC,LAL,2023,red
83,234,"Oct 23, 2022",1st Qtr,09:52,FALSE,2,3,TRUE,4,0,POR,LAL,2023,red
53,240,"Oct 23, 2022",1st Qtr,09:52,FALSE,2,0,TRUE,4,0,POR,LAL,2023,red
103,242,"Oct 23, 2022",1st Qtr,00:27,TRUE,2,5,FALSE,22,30,POR,LAL,2023,green
363,297,"Oct 23, 2022",2nd Qtr,11:03,FALSE,3,32,FALSE,24,32,POR,LAL,2023,red
240,57,"Oct 23, 2022",2nd Qtr,08:18,FALSE,3,26,FALSE,28,40,POR,LAL,2023,red
94,243,"Oct 23, 2022",2nd Qtr,07:51,TRUE,2,4,FALSE,30,40,POR,LAL,2023,green
73,238,"Oct 23, 2022",2nd Qtr,03:21,TRUE,2,2,FALSE,43,46,POR,LAL,2023,green
325,284,"Oct 23, 2022",2nd Qtr,00:55,FALSE,3,28,FALSE,45,51,POR,LAL,2023,red
77,247,"Oct 23, 2022",2nd Qtr,00:45,TRUE,2,3,FALSE,47,53,POR,LAL,2023,green
305,221,"Oct 23, 2022",3rd Qtr,09:16,FALSE,3,25,FALSE,54,59,POR,LAL,2023,red
68,233,"Oct 23, 2022",3rd Qtr,09:03,TRUE,2,2,FALSE,56,59,POR,LAL,2023,green
283,348,"Oct 23, 2022",3rd Qtr,00:59,TRUE,3,25,TRUE,80,74,POR,LAL,2023,green
306,156,"Oct 23, 2022",3rd Qtr,00:30,TRUE,3,27,TRUE,83,76,POR,LAL,2023,green
383,207,"Oct 23, 2022",3rd Qtr,00:00,FALSE,3,33,TRUE,83,78,POR,LAL,2023,red
54,246,"Oct 23, 2022",4th Qtr,07:33,TRUE,2,1,TRUE,91,86,POR,LAL,2023,green
63,241,"Oct 23, 2022",4th Qtr,05:29,TRUE,2,1,TRUE,95,88,POR,LAL,2023,green
68,212,"Oct 23, 2022",4th Qtr,04:42,TRUE,2,3,TRUE,97,90,POR,LAL,2023,green
318,283,"Oct 23, 2022",4th Qtr,03:55,FALSE,3,27,TRUE,98,92,POR,LAL,2023,red
60,222,"Oct 23, 2022",4th Qtr,01:56,TRUE,2,2,TRUE,102,95,POR,LAL,2023,green
254,397,"Oct 23, 2022",4th Qtr,00:52,FALSE,3,26,TRUE,102,99,POR,LAL,2023,red
59,242,"Oct 23, 2022",4th Qtr,00:07,TRUE,2,1,FALSE,104,104,POR,LAL,2023,green
139,82,"Oct 23, 2022",4th Qtr,00:00,FALSE,2,18,FALSE,104,106,POR,LAL,2023,red
298,338,"Oct 26, 2022",1st Qtr,00:01,FALSE,3,26,FALSE,22,26,DEN,LAL,2023,red
176,38,"Oct 26, 2022",2nd Qtr,11:47,TRUE,3,24,FALSE,25,26,DEN,LAL,2023,green
183,238,"Oct 26, 2022",2nd Qtr,10:32,TRUE,2,13,FALSE,28,31,DEN,LAL,2023,green
325,263,"Oct 26, 2022",2nd Qtr,09:50,FALSE,3,27,FALSE,28,31,DEN,LAL,2023,red
293,140,"Oct 26, 2022",2nd Qtr,09:19,FALSE,3,26,FALSE,28,34,DEN,LAL,2023,red
87,238,"Oct 26, 2022",2nd Qtr,08:38,FALSE,2,3,FALSE,30,36,DEN,LAL,2023,red
66,219,"Oct 26, 2022",2nd Qtr,06:35,FALSE,2,2,FALSE,33,38,DEN,LAL,2023,red
61,243,"Oct 26, 2022",2nd Qtr,06:21,TRUE,2,1,FALSE,35,38,DEN,LAL,2023,green
69,215,"Oct 26, 2022",3rd Qtr,09:58,FALSE,2,3,FALSE,56,56,DEN,LAL,2023,red
79,257,"Oct 26, 2022",3rd Qtr,07:34,TRUE,2,3,FALSE,60,66,DEN,LAL,2023,green
79,277,"Oct 26, 2022",3rd Qtr,00:26,TRUE,2,5,FALSE,71,85,DEN,LAL,2023,green
85,240,"Oct 26, 2022",4th Qtr,11:44,TRUE,2,3,FALSE,73,86,DEN,LAL,2023,green
82,252,"Oct 26, 2022",4th Qtr,11:17,TRUE,2,3,FALSE,76,86,DEN,LAL,2023,green
106,197,"Oct 26, 2022",4th Qtr,10:51,FALSE,2,7,FALSE,76,86,DEN,LAL,2023,red
128,232,"Oct 26, 2022",4th Qtr,09:26,FALSE,2,8,FALSE,76,86,DEN,LAL,2023,red
303,290,"Oct 26, 2022",4th Qtr,08:56,TRUE,3,26,FALSE,82,89,DEN,LAL,2023,green
103,235,"Oct 26, 2022",4th Qtr,08:13,FALSE,2,5,FALSE,82,89,DEN,LAL,2023,red
53,240,"Oct 26, 2022",4th Qtr,08:09,FALSE,2,0,FALSE,82,89,DEN,LAL,2023,red
225,32,"Oct 26, 2022",4th Qtr,07:01,FALSE,3,27,FALSE,84,96,DEN,LAL,2023,red
101,12,"Oct 26, 2022",4th Qtr,06:32,FALSE,3,23,FALSE,84,96,DEN,LAL,2023,red
309,350,"Oct 26, 2022",4th Qtr,02:58,FALSE,3,28,FALSE,90,105,DEN,LAL,2023,red
247,79,"Oct 28, 2022",1st Qtr,11:22,TRUE,3,25,TRUE,3,2,MIN,LAL,2023,green
310,248,"Oct 28, 2022",1st Qtr,09:57,FALSE,3,26,FALSE,7,7,MIN,LAL,2023,red
179,263,"Oct 28, 2022",1st Qtr,08:56,FALSE,2,13,FALSE,7,9,MIN,LAL,2023,red
67,249,"Oct 28, 2022",1st Qtr,06:19,FALSE,2,2,FALSE,10,19,MIN,LAL,2023,red
83,280,"Oct 28, 2022",1st Qtr,04:53,FALSE,2,5,FALSE,12,21,MIN,LAL,2023,red
53,240,"Oct 28, 2022",1st Qtr,03:57,TRUE,2,0,FALSE,16,21,MIN,LAL,2023,green
53,240,"Oct 28, 2022",2nd Qtr,08:45,TRUE,2,0,FALSE,31,35,MIN,LAL,2023,green
58,236,"Oct 28, 2022",2nd Qtr,06:51,TRUE,2,1,FALSE,34,39,MIN,LAL,2023,green
94,257,"Oct 28, 2022",2nd Qtr,05:42,FALSE,2,4,FALSE,37,42,MIN,LAL,2023,red
82,251,"Oct 28, 2022",2nd Qtr,01:55,FALSE,2,3,FALSE,45,49,MIN,LAL,2023,red
61,241,"Oct 28, 2022",2nd Qtr,00:35,TRUE,2,1,FALSE,50,52,MIN,LAL,2023,green
63,244,"Oct 28, 2022",2nd Qtr,00:06,TRUE,2,1,FALSE,52,52,MIN,LAL,2023,green
62,12,"Oct 28, 2022",3rd Qtr,10:44,FALSE,3,23,FALSE,52,54,MIN,LAL,2023,red
56,238,"Oct 28, 2022",3rd Qtr,09:33,TRUE,2,0,TRUE,57,56,MIN,LAL,2023,green
46,122,"Oct 28, 2022",3rd Qtr,07:22,FALSE,2,12,FALSE,57,61,MIN,LAL,2023,red
305,221,"Oct 28, 2022",3rd Qtr,05:55,FALSE,3,25,FALSE,61,63,MIN,LAL,2023,red
56,263,"Oct 28, 2022",3rd Qtr,05:34,FALSE,2,2,FALSE,61,65,MIN,LAL,2023,red
53,240,"Oct 28, 2022",3rd Qtr,05:32,FALSE,2,0,FALSE,61,65,MIN,LAL,2023,red
57,238,"Oct 28, 2022",4th Qtr,10:18,TRUE,2,0,FALSE,79,83,MIN,LAL,2023,green
56,236,"Oct 28, 2022",4th Qtr,09:54,FALSE,2,1,FALSE,80,83,MIN,LAL,2023,red
226,59,"Oct 28, 2022",4th Qtr,09:45,FALSE,3,25,FALSE,80,83,MIN,LAL,2023,red
314,102,"Oct 28, 2022",4th Qtr,08:58,FALSE,3,30,FALSE,80,86,MIN,LAL,2023,red
128,314,"Oct 28, 2022",4th Qtr,08:04,TRUE,2,11,FALSE,82,88,MIN,LAL,2023,green
62,250,"Oct 28, 2022",4th Qtr,07:09,TRUE,2,1,FALSE,84,90,MIN,LAL,2023,green
74,262,"Oct 30, 2022",1st Qtr,11:21,FALSE,2,3,FALSE,0,0,DEN,LAL,2023,red
67,233,"Oct 30, 2022",1st Qtr,09:13,FALSE,2,2,FALSE,3,8,DEN,LAL,2023,red
67,226,"Oct 30, 2022",1st Qtr,08:09,FALSE,2,2,FALSE,7,11,DEN,LAL,2023,red
67,253,"Oct 30, 2022",1st Qtr,05:13,FALSE,2,2,FALSE,15,20,DEN,LAL,2023,red
66,245,"Oct 30, 2022",1st Qtr,00:06,TRUE,2,1,FALSE,26,31,DEN,LAL,2023,green
66,260,"Oct 30, 2022",2nd Qtr,10:12,FALSE,2,2,FALSE,26,33,DEN,LAL,2023,red
87,262,"Oct 30, 2022",2nd Qtr,09:42,FALSE,2,4,FALSE,28,35,DEN,LAL,2023,red
66,229,"Oct 30, 2022",2nd Qtr,09:38,TRUE,2,2,FALSE,30,35,DEN,LAL,2023,green
130,468,"Oct 30, 2022",2nd Qtr,07:12,TRUE,3,24,FALSE,38,41,DEN,LAL,2023,green
89,222,"Oct 30, 2022",2nd Qtr,01:39,FALSE,2,4,TRUE,51,49,DEN,LAL,2023,red
160,127,"Oct 30, 2022",2nd Qtr,01:33,TRUE,2,16,TRUE,53,49,DEN,LAL,2023,green
301,287,"Oct 30, 2022",2nd Qtr,00:49,FALSE,3,25,TRUE,53,49,DEN,LAL,2023,red
178,103,"Oct 30, 2022",3rd Qtr,11:25,TRUE,2,19,TRUE,57,53,DEN,LAL,2023,green
60,248,"Oct 30, 2022",3rd Qtr,11:01,TRUE,2,1,TRUE,59,56,DEN,LAL,2023,green
57,254,"Oct 30, 2022",3rd Qtr,10:00,TRUE,2,1,TRUE,61,59,DEN,LAL,2023,green
59,258,"Oct 30, 2022",3rd Qtr,09:11,FALSE,2,2,FALSE,62,62,DEN,LAL,2023,red
65,221,"Oct 30, 2022",3rd Qtr,08:32,FALSE,2,2,FALSE,64,64,DEN,LAL,2023,red
83,400,"Oct 30, 2022",3rd Qtr,08:24,TRUE,2,16,TRUE,66,64,DEN,LAL,2023,green
327,163,"Oct 30, 2022",3rd Qtr,06:45,FALSE,3,28,FALSE,67,71,DEN,LAL,2023,red
306,202,"Oct 30, 2022",4th Qtr,08:22,TRUE,3,26,TRUE,104,95,DEN,LAL,2023,green
98,71,"Oct 30, 2022",4th Qtr,06:33,TRUE,2,18,TRUE,108,99,DEN,LAL,2023,green
254,33,"Oct 30, 2022",4th Qtr,02:20,FALSE,3,29,TRUE,113,106,DEN,LAL,2023,red
310,204,"Nov 2, 2022",1st Qtr,10:04,FALSE,3,26,FALSE,2,2,NOP,LAL,2023,red
67,246,"Nov 2, 2022",1st Qtr,08:01,TRUE,2,2,TRUE,6,4,NOP,LAL,2023,green
318,181,"Nov 2, 2022",1st Qtr,00:58,FALSE,3,27,FALSE,20,22,NOP,LAL,2023,red
213,187,"Nov 2, 2022",2nd Qtr,11:30,TRUE,2,17,FALSE,25,29,NOP,LAL,2023,green
73,244,"Nov 2, 2022",2nd Qtr,09:21,TRUE,2,2,FALSE,29,33,NOP,LAL,2023,green
249,384,"Nov 2, 2022",2nd Qtr,03:19,FALSE,3,24,FALSE,39,42,NOP,LAL,2023,red
60,236,"Nov 2, 2022",2nd Qtr,01:57,TRUE,2,1,TRUE,46,44,NOP,LAL,2023,green
77,249,"Nov 2, 2022",3rd Qtr,11:07,TRUE,2,3,TRUE,60,44,NOP,LAL,2023,green
307,333,"Nov 2, 2022",3rd Qtr,10:03,FALSE,3,27,TRUE,60,49,NOP,LAL,2023,red
78,247,"Nov 2, 2022",3rd Qtr,08:27,TRUE,2,3,TRUE,66,53,NOP,LAL,2023,green
110,249,"Nov 2, 2022",3rd Qtr,02:23,FALSE,2,6,TRUE,76,69,NOP,LAL,2023,red
112,101,"Nov 2, 2022",3rd Qtr,01:09,FALSE,2,15,FALSE,76,77,NOP,LAL,2023,red
72,249,"Nov 2, 2022",3rd Qtr,00:40,TRUE,2,2,TRUE,80,77,NOP,LAL,2023,green
208,367,"Nov 2, 2022",4th Qtr,11:03,FALSE,2,20,TRUE,84,81,NOP,LAL,2023,red
284,373,"Nov 2, 2022",4th Qtr,07:24,FALSE,3,27,TRUE,96,95,NOP,LAL,2023,red
86,240,"Nov 2, 2022",4th Qtr,03:02,TRUE,2,3,FALSE,105,105,NOP,LAL,2023,green
304,120,"Nov 2, 2022",4th Qtr,01:29,FALSE,3,28,TRUE,106,105,NOP,LAL,2023,red
82,158,"Nov 2, 2022",4th Qtr,00:11,FALSE,2,9,FALSE,108,109,NOP,LAL,2023,red
74,223,"Nov 2, 2022",1st OT,04:44,FALSE,2,3,FALSE,111,111,NOP,LAL,2023,red
72,255,"Nov 2, 2022",1st OT,03:23,FALSE,2,2,TRUE,114,113,NOP,LAL,2023,red
77,243,"Nov 2, 2022",1st OT,01:56,TRUE,2,2,TRUE,120,115,NOP,LAL,2023,green
309,151,"Nov 2, 2022",1st OT,01:16,FALSE,3,27,TRUE,120,115,NOP,LAL,2023,red
229,310,"Nov 2, 2022",1st OT,00:14,FALSE,2,19,TRUE,120,117,NOP,LAL,2023,red
279,358,"Nov 4, 2022",1st Qtr,08:02,FALSE,3,26,FALSE,10,12,UTA,LAL,2023,red
282,337,"Nov 4, 2022",1st Qtr,05:47,FALSE,3,25,FALSE,19,20,UTA,LAL,2023,red
137,337,"Nov 4, 2022",1st Qtr,00:20,FALSE,2,13,FALSE,34,38,UTA,LAL,2023,red
60,478,"Nov 4, 2022",2nd Qtr,10:32,FALSE,3,24,FALSE,36,44,UTA,LAL,2023,red
83,233,"Nov 4, 2022",2nd Qtr,10:28,TRUE,2,3,FALSE,38,44,UTA,LAL,2023,green
319,220,"Nov 4, 2022",2nd Qtr,09:23,FALSE,3,27,FALSE,41,44,UTA,LAL,2023,red
216,309,"Nov 4, 2022",2nd Qtr,07:12,TRUE,2,18,FALSE,48,50,UTA,LAL,2023,green
68,272,"Nov 4, 2022",2nd Qtr,02:48,FALSE,2,4,FALSE,56,68,UTA,LAL,2023,red
53,240,"Nov 4, 2022",2nd Qtr,02:44,TRUE,2,0,FALSE,58,68,UTA,LAL,2023,green
127,226,"Nov 4, 2022",2nd Qtr,00:23,FALSE,2,8,FALSE,62,75,UTA,LAL,2023,red
69,242,"Nov 4, 2022",3rd Qtr,09:49,TRUE,2,2,FALSE,66,78,UTA,LAL,2023,green
93,219,"Nov 4, 2022",3rd Qtr,08:35,FALSE,2,5,FALSE,69,81,UTA,LAL,2023,red
71,242,"Nov 4, 2022",3rd Qtr,07:49,TRUE,2,2,FALSE,71,85,UTA,LAL,2023,green
65,238,"Nov 4, 2022",3rd Qtr,06:01,TRUE,2,1,FALSE,80,88,UTA,LAL,2023,green
93,244,"Nov 4, 2022",4th Qtr,08:52,FALSE,2,4,FALSE,101,108,UTA,LAL,2023,red
117,234,"Nov 4, 2022",4th Qtr,07:53,FALSE,2,6,FALSE,103,111,UTA,LAL,2023,red
78,221,"Nov 4, 2022",4th Qtr,06:38,FALSE,2,3,FALSE,103,111,UTA,LAL,2023,red
61,243,"Nov 4, 2022",4th Qtr,06:13,TRUE,2,1,FALSE,105,113,UTA,LAL,2023,green
283,117,"Nov 4, 2022",4th Qtr,02:11,FALSE,3,26,FALSE,113,126,UTA,LAL,2023,red
76,239,"Nov 6, 2022",1st Qtr,10:19,TRUE,2,2,TRUE,7,0,CLE,LAL,2023,green
79,257,"Nov 6, 2022",1st Qtr,09:52,TRUE,2,3,TRUE,9,2,CLE,LAL,2023,green
128,408,"Nov 6, 2022",1st Qtr,06:04,FALSE,2,18,TRUE,17,9,CLE,LAL,2023,red
69,240,"Nov 6, 2022",1st Qtr,05:45,TRUE,2,2,TRUE,19,9,CLE,LAL,2023,green
207,162,"Nov 6, 2022",2nd Qtr,11:28,FALSE,2,17,TRUE,36,32,CLE,LAL,2023,red
294,148,"Nov 6, 2022",2nd Qtr,10:11,FALSE,3,26,TRUE,38,34,CLE,LAL,2023,red
84,248,"Nov 6, 2022",2nd Qtr,09:48,TRUE,2,3,TRUE,40,34,CLE,LAL,2023,green
328,258,"Nov 6, 2022",2nd Qtr,09:27,FALSE,3,28,TRUE,40,34,CLE,LAL,2023,red
61,250,"Nov 6, 2022",2nd Qtr,09:22,FALSE,2,1,TRUE,40,34,CLE,LAL,2023,red
68,244,"Nov 6, 2022",2nd Qtr,05:32,TRUE,2,2,TRUE,51,44,CLE,LAL,2023,green
225,169,"Nov 6, 2022",2nd Qtr,01:33,TRUE,2,19,TRUE,61,53,CLE,LAL,2023,green
219,379,"Nov 6, 2022",2nd Qtr,00:23,FALSE,2,22,TRUE,64,58,CLE,LAL,2023,red
73,237,"Nov 6, 2022",3rd Qtr,11:25,TRUE,2,2,TRUE,66,60,CLE,LAL,2023,green
62,237,"Nov 6, 2022",3rd Qtr,07:07,TRUE,2,1,FALSE,72,72,CLE,LAL,2023,green
85,53,"Nov 6, 2022",3rd Qtr,06:24,FALSE,2,19,FALSE,74,75,CLE,LAL,2023,red
111,223,"Nov 6, 2022",3rd Qtr,05:58,TRUE,2,6,FALSE,76,77,CLE,LAL,2023,green
98,244,"Nov 6, 2022",3rd Qtr,05:05,FALSE,2,5,FALSE,76,77,CLE,LAL,2023,red
83,242,"Nov 6, 2022",3rd Qtr,04:45,TRUE,2,3,TRUE,78,77,CLE,LAL,2023,green
113,227,"Nov 6, 2022",3rd Qtr,03:52,TRUE,2,6,TRUE,80,77,CLE,LAL,2023,green
106,363,"Nov 6, 2022",3rd Qtr,02:06,FALSE,2,13,FALSE,80,82,CLE,LAL,2023,red
260,376,"Nov 6, 2022",4th Qtr,08:08,FALSE,3,25,FALSE,85,98,CLE,LAL,2023,red
78,240,"Nov 6, 2022",4th Qtr,06:12,TRUE,2,3,FALSE,89,102,CLE,LAL,2023,green
290,147,"Nov 6, 2022",4th Qtr,05:38,TRUE,3,25,FALSE,92,104,CLE,LAL,2023,green
60,244,"Nov 9, 2022",1st Qtr,10:46,TRUE,2,1,FALSE,2,3,LAC,LAL,2023,green
312,284,"Nov 9, 2022",1st Qtr,09:21,TRUE,3,26,TRUE,10,6,LAC,LAL,2023,green
123,12,"Nov 9, 2022",1st Qtr,05:42,TRUE,3,24,FALSE,13,16,LAC,LAL,2023,green
245,252,"Nov 9, 2022",2nd Qtr,10:04,TRUE,2,19,FALSE,28,43,LAC,LAL,2023,green
127,455,"Nov 9, 2022",2nd Qtr,09:16,TRUE,2,23,FALSE,30,45,LAC,LAL,2023,green
114,223,"Nov 9, 2022",2nd Qtr,08:20,TRUE,2,6,FALSE,32,46,LAC,LAL,2023,green
83,140,"Nov 9, 2022",2nd Qtr,06:37,FALSE,2,10,FALSE,34,46,LAC,LAL,2023,red
143,326,"Nov 9, 2022",2nd Qtr,02:07,FALSE,2,12,FALSE,49,52,LAC,LAL,2023,red
299,119,"Nov 9, 2022",2nd Qtr,01:33,FALSE,3,27,FALSE,50,52,LAC,LAL,2023,red
233,56,"Nov 9, 2022",3rd Qtr,11:18,FALSE,3,26,FALSE,52,57,LAC,LAL,2023,red
91,256,"Nov 9, 2022",3rd Qtr,10:27,FALSE,2,4,FALSE,52,59,LAC,LAL,2023,red
54,249,"Nov 9, 2022",3rd Qtr,09:58,TRUE,2,1,FALSE,54,61,LAC,LAL,2023,green
177,160,"Nov 9, 2022",3rd Qtr,07:22,FALSE,2,15,FALSE,56,67,LAC,LAL,2023,red
122,123,"Nov 9, 2022",3rd Qtr,07:18,FALSE,2,14,FALSE,56,67,LAC,LAL,2023,red
69,263,"Nov 9, 2022",3rd Qtr,00:28,TRUE,2,3,FALSE,75,84,LAC,LAL,2023,green
57,244,"Nov 9, 2022",4th Qtr,10:47,TRUE,2,1,FALSE,79,89,LAC,LAL,2023,green
322,223,"Nov 9, 2022",4th Qtr,10:13,TRUE,3,27,FALSE,82,92,LAC,LAL,2023,green
270,399,"Nov 9, 2022",4th Qtr,08:55,FALSE,3,27,FALSE,84,95,LAC,LAL,2023,red
321,252,"Nov 9, 2022",4th Qtr,08:14,TRUE,3,27,FALSE,87,97,LAC,LAL,2023,green
288,117,"Nov 9, 2022",4th Qtr,07:47,FALSE,3,27,FALSE,87,97,LAC,LAL,2023,red
118,193,"Nov 9, 2022",4th Qtr,06:43,TRUE,2,8,FALSE,89,99,LAC,LAL,2023,green
303,134,"Nov 9, 2022",4th Qtr,06:12,FALSE,3,27,FALSE,89,101,LAC,LAL,2023,red
123,102,"Nov 25, 2022",1st Qtr,11:43,TRUE,2,16,TRUE,2,0,SAS,LAL,2023,green
118,211,"Nov 25, 2022",1st Qtr,10:42,FALSE,2,7,TRUE,5,2,SAS,LAL,2023,red
308,268,"Nov 25, 2022",2nd Qtr,11:30,FALSE,3,26,TRUE,33,21,SAS,LAL,2023,red
282,119,"Nov 25, 2022",2nd Qtr,11:02,TRUE,3,26,TRUE,36,23,SAS,LAL,2023,green
48,466,"Nov 25, 2022",2nd Qtr,10:27,FALSE,3,23,TRUE,36,26,SAS,LAL,2023,red
213,384,"Nov 25, 2022",2nd Qtr,08:58,FALSE,2,22,TRUE,38,28,SAS,LAL,2023,red
56,223,"Nov 25, 2022",2nd Qtr,02:11,TRUE,2,2,TRUE,53,37,SAS,LAL,2023,green
51,222,"Nov 25, 2022",2nd Qtr,00:38,TRUE,2,2,TRUE,59,39,SAS,LAL,2023,green
58,232,"Nov 25, 2022",3rd Qtr,09:10,FALSE,2,1,TRUE,68,50,SAS,LAL,2023,red
62,241,"Nov 25, 2022",3rd Qtr,04:48,TRUE,2,1,TRUE,77,63,SAS,LAL,2023,green
57,242,"Nov 25, 2022",4th Qtr,08:05,TRUE,2,0,TRUE,88,78,SAS,LAL,2023,green
58,248,"Nov 25, 2022",4th Qtr,07:49,TRUE,2,1,TRUE,90,78,SAS,LAL,2023,green
315,166,"Nov 25, 2022",4th Qtr,06:21,FALSE,3,27,TRUE,92,80,SAS,LAL,2023,red
59,227,"Nov 25, 2022",4th Qtr,04:28,FALSE,2,1,TRUE,95,85,SAS,LAL,2023,red
53,232,"Nov 25, 2022",4th Qtr,04:03,TRUE,2,1,TRUE,99,87,SAS,LAL,2023,green
206,369,"Nov 25, 2022",4th Qtr,03:28,FALSE,2,20,TRUE,99,87,SAS,LAL,2023,red
36,56,"Nov 25, 2022",4th Qtr,01:50,FALSE,2,18,TRUE,103,90,SAS,LAL,2023,red
320,338,"Nov 26, 2022",1st Qtr,09:34,TRUE,3,29,TRUE,10,8,SAS,LAL,2023,green
158,83,"Nov 26, 2022",1st Qtr,08:43,FALSE,2,19,TRUE,12,10,SAS,LAL,2023,red
69,2,"Nov 26, 2022",1st Qtr,07:51,FALSE,3,24,FALSE,12,12,SAS,LAL,2023,red
172,107,"Nov 26, 2022",1st Qtr,05:13,FALSE,2,18,FALSE,16,24,SAS,LAL,2023,red
131,237,"Nov 26, 2022",2nd Qtr,11:53,FALSE,2,8,FALSE,33,34,SAS,LAL,2023,red
320,161,"Nov 26, 2022",2nd Qtr,09:51,TRUE,3,28,FALSE,38,43,SAS,LAL,2023,green
