top,left,date,qtr,time_remaining,result,shot_type,distance_ft,lead,lebron_team_score,opponent_team_score,opponent,team,season,color
313,248,"Oct 27, 2022",4th Qtr,2:40,True,3,26,True,116,105,MIA,GSW,2023,green
236,204,"Oct 27, 2022",4th Qtr,2:04,True,2,19,True,118,107,MIA,GSW,2023,green
297,177,"Oct 29, 2022",1st Qtr,10:35,False,3,25,False,2,7,CHO,GSW,2023,red
344,286,"Oct 29, 2022",1st Qtr,8:32,False,3,30,False,7,14,CHO,GSW,2023,red
66,227,"Oct 29, 2022",1st Qtr,7:54,True,2,2,False,9,14,CHO,GSW,2023,green
277,202,"Oct 29, 2022",1st Qtr,6:43,True,2,23,False,13,16,CHO,GSW,2023,green
62,244,"Oct 29, 2022",1st Qtr,5:05,True,2,1,False,15,20,CHO,GSW,2023,green
80,202,"Oct 29, 2022",1st Qtr,3:25,True,2,5,False,17,23,CHO,GSW,2023,green
285,343,"Oct 29, 2022",1st Qtr,3:02,False,3,25,False,17,23,CHO,GSW,2023,red
310,140,"Oct 29, 2022",2nd Qtr,5:27,False,3,28,False,40,45,CHO,GSW,2023,red
333,197,"Oct 29, 2022",3rd Qtr,10:33,False,3,28,False,50,63,CHO,GSW,2023,red
328,208,"Oct 29, 2022",3rd Qtr,6:53,True,3,28,False,60,67,CHO,GSW,2023,green
184,257,"Oct 29, 2022",3rd Qtr,5:10,False,2,13,False,64,72,CHO,GSW,2023,red
212,34,"Oct 29, 2022",3rd Qtr,4:48,True,3,26,False,67,72,CHO,GSW,2023,green
72,248,"Oct 29, 2022",3rd Qtr,4:02,True,2,2,False,71,75,CHO,GSW,2023,green
59,258,"Oct 29, 2022",3rd Qtr,3:21,True,2,2,False,74,78,CHO,GSW,2023,green
317,259,"Oct 29, 2022",3rd Qtr,2:14,False,3,26,False,77,78,CHO,GSW,2023,red
331,294,"Oct 29, 2022",4th Qtr,4:01,False,3,28,False,95,100,CHO,GSW,2023,red
328,184,"Oct 29, 2022",4th Qtr,3:47,True,3,28,False,98,100,CHO,GSW,2023,green
190,232,"Oct 29, 2022",4th Qtr,3:15,False,2,14,False,98,100,CHO,GSW,2023,red
74,245,"Oct 29, 2022",4th Qtr,2:27,True,2,2,True,103,101,CHO,GSW,2023,green
248,414,"Oct 29, 2022",4th Qtr,0:33,False,3,26,True,107,105,CHO,GSW,2023,red
289,111,"Oct 29, 2022",4th Qtr,0:00,False,3,27,False,107,107,CHO,GSW,2023,red
366,358,"Oct 29, 2022",1st OT,0:16,False,3,33,False,113,120,CHO,GSW,2023,red
342,384,"Oct 30, 2022",1st Qtr,10:49,False,3,32,True,4,3,DET,GSW,2023,red
158,140,"Oct 30, 2022",1st Qtr,7:26,True,2,15,True,16,9,DET,GSW,2023,green
318,249,"Oct 30, 2022",1st Qtr,7:03,False,3,27,True,16,11,DET,GSW,2023,red
158,271,"Oct 30, 2022",1st Qtr,5:49,False,2,11,True,19,13,DET,GSW,2023,red
319,242,"Oct 30, 2022",1st Qtr,4:44,True,3,27,True,22,17,DET,GSW,2023,green
207,363,"Oct 30, 2022",2nd Qtr,5:29,True,2,20,False,43,44,DET,GSW,2023,green
339,124,"Oct 30, 2022",2nd Qtr,4:44,True,3,31,False,46,46,DET,GSW,2023,green
296,103,"Oct 30, 2022",2nd Qtr,4:11,False,3,28,False,46,48,DET,GSW,2023,red
187,466,"Oct 30, 2022",2nd Qtr,2:23,False,3,26,False,48,56,DET,GSW,2023,red
225,453,"Oct 30, 2022",2nd Qtr,0:22,True,3,27,False,55,60,DET,GSW,2023,green
57,212,"Oct 30, 2022",3rd Qtr,11:18,False,2,3,False,55,65,DET,GSW,2023,red
337,342,"Oct 30, 2022",3rd Qtr,9:22,False,3,30,False,57,74,DET,GSW,2023,red
145,295,"Oct 30, 2022",3rd Qtr,6:35,False,2,11,False,72,79,DET,GSW,2023,red
80,248,"Oct 30, 2022",3rd Qtr,6:03,False,2,3,False,72,81,DET,GSW,2023,red
53,218,"Oct 30, 2022",3rd Qtr,2:46,True,2,2,False,85,91,DET,GSW,2023,green
124,181,"Oct 30, 2022",4th Qtr,8:13,True,2,9,False,97,105,DET,GSW,2023,green
57,254,"Oct 30, 2022",4th Qtr,7:40,True,2,1,False,99,108,DET,GSW,2023,green
259,418,"Oct 30, 2022",4th Qtr,6:28,False,3,27,False,99,110,DET,GSW,2023,red
86,59,"Oct 30, 2022",4th Qtr,4:57,True,2,18,False,106,114,DET,GSW,2023,green
285,403,"Oct 30, 2022",4th Qtr,3:32,True,3,28,False,109,120,DET,GSW,2023,green
213,19,"Oct 30, 2022",4th Qtr,2:37,False,3,27,False,112,120,DET,GSW,2023,red
352,102,"Oct 30, 2022",4th Qtr,1:55,False,3,33,False,112,124,DET,GSW,2023,red
342,306,"Oct 30, 2022",4th Qtr,0:57,False,3,30,False,114,126,DET,GSW,2023,red
115,465,"Nov 1, 2022",1st Qtr,10:01,True,3,23,True,6,3,MIA,GSW,2023,green
58,255,"Nov 1, 2022",1st Qtr,9:38,True,2,2,True,8,3,MIA,GSW,2023,green
292,338,"Nov 1, 2022",1st Qtr,4:44,True,3,26,True,19,11,MIA,GSW,2023,green
295,69,"Nov 1, 2022",2nd Qtr,5:03,False,3,30,False,43,44,MIA,GSW,2023,red
153,458,"Nov 1, 2022",2nd Qtr,4:47,False,3,24,False,43,44,MIA,GSW,2023,red
269,77,"Nov 1, 2022",2nd Qtr,2:08,False,3,27,False,47,52,MIA,GSW,2023,red
113,150,"Nov 1, 2022",3rd Qtr,10:54,True,2,11,False,61,61,MIA,GSW,2023,green
326,270,"Nov 1, 2022",3rd Qtr,10:30,False,3,28,False,61,61,MIA,GSW,2023,red
289,426,"Nov 1, 2022",3rd Qtr,7:08,True,3,30,True,77,70,MIA,GSW,2023,green
115,227,"Nov 1, 2022",4th Qtr,6:22,False,2,6,False,100,102,MIA,GSW,2023,red
70,238,"Nov 1, 2022",4th Qtr,6:20,True,2,2,False,102,102,MIA,GSW,2023,green
309,131,"Nov 1, 2022",4th Qtr,5:03,True,3,28,True,107,104,MIA,GSW,2023,green
344,353,"Nov 1, 2022",4th Qtr,3:43,False,3,31,False,107,107,MIA,GSW,2023,red
241,421,"Nov 1, 2022",4th Qtr,1:39,False,3,26,False,109,112,MIA,GSW,2023,red
62,9,"Nov 3, 2022",1st Qtr,10:37,False,3,23,False,2,3,ORL,GSW,2023,red
304,297,"Nov 3, 2022",1st Qtr,8:39,False,3,26,True,7,6,ORL,GSW,2023,red
273,393,"Nov 3, 2022",1st Qtr,5:48,True,3,27,True,23,12,ORL,GSW,2023,green
69,216,"Nov 3, 2022",1st Qtr,5:19,False,2,3,True,23,15,ORL,GSW,2023,red
310,164,"Nov 3, 2022",1st Qtr,2:10,False,3,27,False,25,27,ORL,GSW,2023,red
258,406,"Nov 3, 2022",2nd Qtr,5:44,True,3,26,True,50,40,ORL,GSW,2023,green
68,255,"Nov 3, 2022",2nd Qtr,4:00,True,2,2,True,54,44,ORL,GSW,2023,green
258,408,"Nov 3, 2022",2nd Qtr,1:31,True,3,27,True,60,50,ORL,GSW,2023,green
302,143,"Nov 3, 2022",2nd Qtr,1:10,True,3,27,True,63,51,ORL,GSW,2023,green
74,150,"Nov 3, 2022",3rd Qtr,7:30,True,2,9,True,80,66,ORL,GSW,2023,green
89,470,"Nov 3, 2022",3rd Qtr,6:28,True,3,23,True,84,70,ORL,GSW,2023,green
39,217,"Nov 3, 2022",3rd Qtr,5:04,False,2,3,True,84,74,ORL,GSW,2023,red
305,238,"Nov 3, 2022",3rd Qtr,4:20,True,3,25,True,90,75,ORL,GSW,2023,green
287,334,"Nov 3, 2022",3rd Qtr,3:04,False,3,25,True,90,81,ORL,GSW,2023,red
64,-1,"Nov 3, 2022",3rd Qtr,2:29,True,3,24,True,93,83,ORL,GSW,2023,green
308,265,"Nov 3, 2022",3rd Qtr,1:25,False,3,26,True,93,85,ORL,GSW,2023,red
51,220,"Nov 3, 2022",3rd Qtr,0:31,True,2,2,True,98,94,ORL,GSW,2023,green
299,209,"Nov 3, 2022",4th Qtr,7:38,False,3,25,False,104,110,ORL,GSW,2023,red
221,240,"Nov 3, 2022",4th Qtr,3:00,True,2,17,True,118,117,ORL,GSW,2023,green
257,269,"Nov 3, 2022",4th Qtr,1:55,True,2,21,True,120,119,ORL,GSW,2023,green
283,390,"Nov 3, 2022",4th Qtr,0:59,True,3,27,False,126,126,ORL,GSW,2023,green
323,268,"Nov 7, 2022",1st Qtr,11:25,True,3,27,True,3,1,SAC,GSW,2023,green
73,211,"Nov 7, 2022",1st Qtr,10:04,True,2,4,True,7,1,SAC,GSW,2023,green
231,155,"Nov 7, 2022",1st Qtr,8:59,True,2,20,True,11,6,SAC,GSW,2023,green
90,213,"Nov 7, 2022",1st Qtr,5:53,True,2,5,True,19,12,SAC,GSW,2023,green
281,92,"Nov 7, 2022",1st Qtr,3:50,True,3,27,True,27,15,SAC,GSW,2023,green
326,143,"Nov 7, 2022",2nd Qtr,6:20,True,3,29,False,40,48,SAC,GSW,2023,green
249,54,"Nov 7, 2022",2nd Qtr,5:06,True,3,27,False,45,50,SAC,GSW,2023,green
208,114,"Nov 7, 2022",2nd Qtr,4:11,False,2,20,False,47,53,SAC,GSW,2023,red
92,197,"Nov 7, 2022",2nd Qtr,1:35,True,2,6,False,55,61,SAC,GSW,2023,green
298,81,"Nov 7, 2022",2nd Qtr,0:16,False,3,29,False,55,67,SAC,GSW,2023,red
299,428,"Nov 7, 2022",3rd Qtr,9:27,False,3,31,False,62,67,SAC,GSW,2023,red
67,296,"Nov 7, 2022",3rd Qtr,8:59,True,2,6,False,64,69,SAC,GSW,2023,green
262,389,"Nov 7, 2022",3rd Qtr,6:55,True,3,26,False,71,72,SAC,GSW,2023,green
85,194,"Nov 7, 2022",3rd Qtr,5:57,True,2,6,False,73,76,SAC,GSW,2023,green
313,215,"Nov 7, 2022",3rd Qtr,4:55,False,3,26,False,74,80,SAC,GSW,2023,red
259,92,"Nov 7, 2022",3rd Qtr,4:14,False,3,25,False,74,80,SAC,GSW,2023,red
113,155,"Nov 7, 2022",4th Qtr,8:36,True,2,10,False,86,95,SAC,GSW,2023,green
88,209,"Nov 7, 2022",4th Qtr,6:34,False,2,5,False,90,97,SAC,GSW,2023,red
228,453,"Nov 7, 2022",4th Qtr,5:07,True,3,28,False,97,100,SAC,GSW,2023,green
313,254,"Nov 7, 2022",4th Qtr,4:33,False,3,26,False,97,100,SAC,GSW,2023,red
70,205,"Nov 7, 2022",4th Qtr,4:02,True,2,4,False,99,102,SAC,GSW,2023,green
84,186,"Nov 7, 2022",4th Qtr,1:53,True,2,6,False,107,107,SAC,GSW,2023,green
325,303,"Nov 7, 2022",4th Qtr,1:24,True,3,28,True,110,107,SAC,GSW,2023,green
149,268,"Nov 7, 2022",4th Qtr,0:54,True,2,10,True,112,109,SAC,GSW,2023,green
238,69,"Nov 11, 2022",1st Qtr,11:02,True,3,25,True,6,2,CLE,GSW,2023,green
278,82,"Nov 11, 2022",1st Qtr,8:14,False,3,28,False,8,9,CLE,GSW,2023,red
57,249,"Nov 11, 2022",1st Qtr,7:46,True,2,1,False,10,12,CLE,GSW,2023,green
89,238,"Nov 11, 2022",1st Qtr,6:06,True,2,4,False,14,14,CLE,GSW,2023,green
61,227,"Nov 11, 2022",1st Qtr,5:11,True,2,2,True,19,16,CLE,GSW,2023,green
323,243,"Nov 11, 2022",1st Qtr,2:13,False,3,27,True,21,20,CLE,GSW,2023,red
56,253,"Nov 11, 2022",2nd Qtr,7:07,True,2,1,False,34,38,CLE,GSW,2023,green
298,155,"Nov 11, 2022",2nd Qtr,5:26,False,3,26,False,36,38,CLE,GSW,2023,red
68,145,"Nov 11, 2022",2nd Qtr,5:15,True,2,10,False,38,38,CLE,GSW,2023,green
206,147,"Nov 11, 2022",3rd Qtr,11:36,False,2,18,False,48,52,CLE,GSW,2023,red
75,237,"Nov 11, 2022",3rd Qtr,8:13,False,2,2,False,55,57,CLE,GSW,2023,red
72,238,"Nov 11, 2022",3rd Qtr,5:25,True,2,2,False,57,66,CLE,GSW,2023,green
149,338,"Nov 11, 2022",3rd Qtr,5:01,True,2,14,False,59,66,CLE,GSW,2023,green
323,252,"Nov 11, 2022",3rd Qtr,4:00,False,3,27,False,62,68,CLE,GSW,2023,red
64,473,"Nov 11, 2022",3rd Qtr,2:03,True,3,23,False,65,72,CLE,GSW,2023,green
303,236,"Nov 11, 2022",3rd Qtr,1:32,True,3,25,False,68,74,CLE,GSW,2023,green
61,244,"Nov 11, 2022",4th Qtr,5:05,True,2,1,False,87,89,CLE,GSW,2023,green
263,107,"Nov 11, 2022",4th Qtr,4:27,True,3,25,False,90,95,CLE,GSW,2023,green
157,465,"Nov 11, 2022",4th Qtr,3:16,False,3,25,False,92,96,CLE,GSW,2023,red
78,236,"Nov 11, 2022",4th Qtr,2:26,False,2,3,False,95,98,CLE,GSW,2023,red
184,10,"Nov 11, 2022",4th Qtr,1:18,True,3,27,False,98,98,CLE,GSW,2023,green
58,248,"Nov 11, 2022",4th Qtr,0:54,True,2,1,True,100,98,CLE,GSW,2023,green
302,293,"Nov 11, 2022",4th Qtr,0:35,True,3,25,True,103,99,CLE,GSW,2023,green
66,208,"Nov 13, 2022",1st Qtr,8:52,True,2,3,True,11,8,SAC,GSW,2023,green
61,221,"Nov 13, 2022",1st Qtr,8:30,True,2,2,True,13,8,SAC,GSW,2023,green
264,369,"Nov 13, 2022",1st Qtr,7:12,False,3,25,True,15,14,SAC,GSW,2023,red
54,257,"Nov 13, 2022",1st Qtr,6:51,True,2,2,True,17,14,SAC,GSW,2023,green
231,179,"Nov 13, 2022",1st Qtr,4:48,True,2,19,True,22,16,SAC,GSW,2023,green
59,266,"Nov 13, 2022",1st Qtr,2:59,True,2,3,True,29,21,SAC,GSW,2023,green
226,315,"Nov 13, 2022",2nd Qtr,6:24,False,2,19,False,46,47,SAC,GSW,2023,red
164,16,"Nov 13, 2022",2nd Qtr,3:26,False,3,25,False,52,56,SAC,GSW,2023,red
284,125,"Nov 13, 2022",2nd Qtr,2:15,False,3,26,False,58,60,SAC,GSW,2023,red
272,123,"Nov 13, 2022",3rd Qtr,10:49,True,3,25,True,65,64,SAC,GSW,2023,green
59,221,"Nov 13, 2022",3rd Qtr,3:35,True,2,2,False,85,87,SAC,GSW,2023,green
169,463,"Nov 13, 2022",4th Qtr,8:46,True,3,25,False,101,107,SAC,GSW,2023,green
316,178,"Nov 13, 2022",4th Qtr,7:59,False,3,27,False,101,107,SAC,GSW,2023,red
262,413,"Nov 13, 2022",4th Qtr,6:09,True,3,27,False,108,109,SAC,GSW,2023,green
179,61,"Nov 13, 2022",4th Qtr,4:34,False,2,22,True,111,110,SAC,GSW,2023,red
68,462,"Nov 13, 2022",4th Qtr,4:19,False,3,22,True,111,110,SAC,GSW,2023,red
303,293,"Nov 13, 2022",4th Qtr,3:40,False,3,26,True,113,112,SAC,GSW,2023,red
67,473,"Nov 14, 2022",1st Qtr,11:26,True,3,23,True,3,2,SAS,GSW,2023,green
304,101,"Nov 14, 2022",1st Qtr,10:58,False,3,29,True,3,2,SAS,GSW,2023,red
178,15,"Nov 14, 2022",1st Qtr,5:39,False,3,26,True,17,13,SAS,GSW,2023,red
111,308,"Nov 14, 2022",1st Qtr,3:40,False,2,9,False,19,20,SAS,GSW,2023,red
192,448,"Nov 14, 2022",2nd Qtr,5:36,False,3,25,True,48,37,SAS,GSW,2023,red
58,226,"Nov 14, 2022",2nd Qtr,4:34,True,2,2,True,53,37,SAS,GSW,2023,green
66,252,"Nov 14, 2022",2nd Qtr,0:56,True,2,2,True,58,45,SAS,GSW,2023,green
336,353,"Nov 14, 2022",2nd Qtr,0:30,True,3,31,True,61,45,SAS,GSW,2023,green
298,219,"Nov 14, 2022",3rd Qtr,10:56,True,3,25,True,66,45,SAS,GSW,2023,green
225,425,"Nov 14, 2022",3rd Qtr,6:37,False,3,25,True,81,56,SAS,GSW,2023,red
73,300,"Nov 14, 2022",3rd Qtr,5:27,False,2,6,True,81,56,SAS,GSW,2023,red
200,32,"Nov 16, 2022",1st Qtr,10:56,True,3,25,True,5,0,PHO,GSW,2023,green
54,231,"Nov 16, 2022",1st Qtr,9:47,True,2,1,True,9,4,PHO,GSW,2023,green
54,235,"Nov 16, 2022",1st Qtr,3:34,True,2,1,False,20,26,PHO,GSW,2023,green
295,295,"Nov 16, 2022",1st Qtr,3:20,True,3,25,False,23,26,PHO,GSW,2023,green
61,233,"Nov 16, 2022",1st Qtr,1:22,True,2,1,False,28,33,PHO,GSW,2023,green
131,217,"Nov 16, 2022",1st Qtr,0:50,False,2,8,False,29,36,PHO,GSW,2023,red
51,225,"Nov 16, 2022",1st Qtr,0:23,True,2,2,False,33,36,PHO,GSW,2023,green
53,465,"Nov 16, 2022",2nd Qtr,6:06,True,3,23,False,47,50,PHO,GSW,2023,green
59,233,"Nov 16, 2022",2nd Qtr,4:26,True,2,1,False,51,54,PHO,GSW,2023,green
290,413,"Nov 16, 2022",2nd Qtr,3:55,True,3,29,False,54,57,PHO,GSW,2023,green
305,377,"Nov 16, 2022",2nd Qtr,3:36,False,3,29,False,54,60,PHO,GSW,2023,red
